id,failure
26570,0.966455971
26571,0.973535097
26572,0.95541
26573,0.926694583
26574,0.950015872
26575,0.92746685
26576,0.890884435
26577,0.964460499
26578,0.931783396
26579,0.920723747
26580,0.877798394
26581,0.961289789
26582,0.875929663
26583,0.919390633
26584,0.979665733
26585,0.865769666
26586,0.89787755
26587,0.928349922
26588,0.953778332
26589,0.951107858
26590,0.959085514
26591,0.945136659
26592,0.954858787
26593,0.961906706
26594,0.887354162
26595,0.9749206
26596,0.940671842
26597,0.971545135
26598,0.972696657
26599,0.970381596
26600,0.94303457
26601,0.931179854
26602,0.973934125
26603,0.95764689
26604,0.938295735
26605,0.91834785
26606,0.902997373
26607,0.907620022
26608,0.923851721
26609,0.973879476
26610,0.890337076
26611,0.825963941
26612,0.918017852
26613,0.942985585
26614,0.913855386
26615,0.937651254
26616,0.86293583
26617,0.942674032
26618,0.946055486
26619,0.953883714
26620,0.946189914
26621,0.914176015
26622,0.878430122
26623,0.965867429
26624,0.915170661
26625,0.93304426
26626,0.923116436
26627,0.978582669
26628,0.946706433
26629,0.944662907
26630,0.963115027
26631,0.947114306
26632,0.954701133
26633,0.823520892
26634,0.94124978
26635,0.960520562
26636,0.977966108
26637,0.950199681
26638,0.947913544
26639,0.961404547
26640,0.878714426
26641,0.910173613
26642,0.919044863
26643,0.89953455
26644,0.968832879
26645,0.96134409
26646,0.91547136
26647,0.893248548
26648,0.966789508
26649,0.897789611
26650,0.902295559
26651,0.956469069
26652,0.950791336
26653,0.93658498
26654,0.943586053
26655,0.972988323
26656,0.960701377
26657,0.941757866
26658,0.967398881
26659,0.947524392
26660,0.946863518
26661,0.935581124
26662,0.975974935
26663,0.947562046
26664,0.927407039
26665,0.930767176
26666,0.929067025
26667,0.955557993
26668,0.929615456
26669,0.962872432
26670,0.952769091
26671,0.899277561
26672,0.964381216
26673,0.95233057
26674,0.934113228
26675,0.924779754
26676,0.905292211
26677,0.958858468
26678,0.960249517
26679,0.955721758
26680,0.966256554
26681,0.956393552
26682,0.932478265
26683,0.97456751
26684,0.903018066
26685,0.902165096
26686,0.950360618
26687,0.948004769
26688,0.918839402
26689,0.977650688
26690,0.961725622
26691,0.964158774
26692,0.929127673
26693,0.94000285
26694,0.92452607
26695,0.980582646
26696,0.930301351
26697,0.916289993
26698,0.965587326
26699,0.952511857
26700,0.97686258
26701,0.945228119
26702,0.922652149
26703,0.925058763
26704,0.947534575
26705,0.924280463
26706,0.943215345
26707,0.978632572
26708,0.920520621
26709,0.886259169
26710,0.94774916
26711,0.931576443
26712,0.965162805
26713,0.953953663
26714,0.934673257
26715,0.907649239
26716,0.942280942
26717,0.943752159
26718,0.942681588
26719,0.936655119
26720,0.934799752
26721,0.936295945
26722,0.944775429
26723,0.934698964
26724,0.979879055
26725,0.961533663
26726,0.975210228
26727,0.913585589
26728,0.969589272
26729,0.932965137
26730,0.937105278
26731,0.935883479
26732,0.936110875
26733,0.932335297
26734,0.876500673
26735,0.954946539
26736,0.95294889
26737,0.953276809
26738,0.97543621
26739,0.982059951
26740,0.86590507
26741,0.974843913
26742,0.929555823
26743,0.914925218
26744,0.908597626
26745,0.949220181
26746,0.824135804
26747,0.974748289
26748,0.969390281
26749,0.964343619
26750,0.935239284
26751,0.92064203
26752,0.9780202
26753,0.97683521
26754,0.957558876
26755,0.926314962
26756,0.941575556
26757,0.941405083
26758,0.969001499
26759,0.958812502
26760,0.981436321
26761,0.880356458
26762,0.930793364
26763,0.87985376
26764,0.875899046
26765,0.896937302
26766,0.933310119
26767,0.896805511
26768,0.927092031
26769,0.944031619
26770,0.942812586
26771,0.93818823
26772,0.908542364
26773,0.93934799
26774,0.974156012
26775,0.951644569
26776,0.88028351
26777,0.919849093
26778,0.962614551
26779,0.973100849
26780,0.904463361
26781,0.938078321
26782,0.92184001
26783,0.952636974
26784,0.952420551
26785,0.942838259
26786,0.875514678
26787,0.939765096
26788,0.978838193
26789,0.971717541
26790,0.960777785
26791,0.953135951
26792,0.928503043
26793,0.978674954
26794,0.96885489
26795,0.97148413
26796,0.980180527
26797,0.952732014
26798,0.922075924
26799,0.945693359
26800,0.961324285
26801,0.954666554
26802,0.950703831
26803,0.904156769
26804,0.947671657
26805,0.900243655
26806,0.907155558
26807,0.924365089
26808,0.948306398
26809,0.928772551
26810,0.929377063
26811,0.966709486
26812,0.962261122
26813,0.914944586
26814,0.987837631
26815,0.946667146
26816,0.978838823
26817,0.949889975
26818,0.903137582
26819,0.949467025
26820,0.937358366
26821,0.951010328
26822,0.979507462
26823,0.931162737
26824,0.965829619
26825,0.959427711
26826,0.934224456
26827,0.937683275
26828,0.978630993
26829,0.887673737
26830,0.974132911
26831,0.902077196
26832,0.920704051
26833,0.974020295
26834,0.935936367
26835,0.897750368
26836,0.94834424
26837,0.883086424
26838,0.920937856
26839,0.961581975
26840,0.913923528
26841,0.93048685
26842,0.926990755
26843,0.965508157
26844,0.971486227
26845,0.888846782
26846,0.981930546
26847,0.964988244
26848,0.954413711
26849,0.97006089
26850,0.942392202
26851,0.93271383
26852,0.924641249
26853,0.869307065
26854,0.977444454
26855,0.891407669
26856,0.973224404
26857,0.971163184
26858,0.963390591
26859,0.865982835
26860,0.965726496
26861,0.889014598
26862,0.924361031
26863,0.846859359
26864,0.96131053
26865,0.928711466
26866,0.940047565
26867,0.88345529
26868,0.947008788
26869,0.919475373
26870,0.862899725
26871,0.935888361
26872,0.912140534
26873,0.93788563
26874,0.953032415
26875,0.928769136
26876,0.967303688
26877,0.978423608
26878,0.974629567
26879,0.972735988
26880,0.974392659
26881,0.947127852
26882,0.90453099
26883,0.907675379
26884,0.96697914
26885,0.947756318
26886,0.933025433
26887,0.948676634
26888,0.967948095
26889,0.949043083
26890,0.950018826
26891,0.858599852
26892,0.871754859
26893,0.932871022
26894,0.941633726
26895,0.950839309
26896,0.934047058
26897,0.95037299
26898,0.908026632
26899,0.896531193
26900,0.875131046
26901,0.896979182
26902,0.949683852
26903,0.962477558
26904,0.930236804
26905,0.941027562
26906,0.920184458
26907,0.960587018
26908,0.977192993
26909,0.968829887
26910,0.958197934
26911,0.949717341
26912,0.943975414
26913,0.921211016
26914,0.912613497
26915,0.899352663
26916,0.930572578
26917,0.920404181
26918,0.955001767
26919,0.942889149
26920,0.98221897
26921,0.94788754
26922,0.974585865
26923,0.948212254
26924,0.949419663
26925,0.93961393
26926,0.954478744
26927,0.932033432
26928,0.930067822
26929,0.972491197
26930,0.967925846
26931,0.953384958
26932,0.915219972
26933,0.924736451
26934,0.932683559
26935,0.898640083
26936,0.952713114
26937,0.91946931
26938,0.954751336
26939,0.9769483
26940,0.903844257
26941,0.87922441
26942,0.930125804
26943,0.913347196
26944,0.914972516
26945,0.95451318
26946,0.973320834
26947,0.917808328
26948,0.943550575
26949,0.935731201
26950,0.817426519
26951,0.916226478
26952,0.964846055
26953,0.967223478
26954,0.870970302
26955,0.923554584
26956,0.927337065
26957,0.920108454
26958,0.874736201
26959,0.942451757
26960,0.945044618
26961,0.942323973
26962,0.932470115
26963,0.951606924
26964,0.884887167
26965,0.955698092
26966,0.946340734
26967,0.947808842
26968,0.972172206
26969,0.977594225
26970,0.974383822
26971,0.948234686
26972,0.968181076
26973,0.948358555
26974,0.926352799
26975,0.880608124
26976,0.924666085
26977,0.936415281
26978,0.946531295
26979,0.886551992
26980,0.972725502
26981,0.941950122
26982,0.908536038
26983,0.961264529
26984,0.97220524
26985,0.941103726
26986,0.987042372
26987,0.961653427
26988,0.906800708
26989,0.934717052
26990,0.975171565
26991,0.972594909
26992,0.942825568
26993,0.957549973
26994,0.924065421
26995,0.92972838
26996,0.886047571
26997,0.906101522
26998,0.937670501
26999,0.958433331
27000,0.908029285
27001,0.95639656
27002,0.942298164
27003,0.913403516
27004,0.920926135
27005,0.94469443
27006,0.904460203
27007,0.889364556
27008,0.96876403
27009,0.96855376
27010,0.963582821
27011,0.936408849
27012,0.939489079
27013,0.978585001
27014,0.909294521
27015,0.965265169
27016,0.926642281
27017,0.906008309
27018,0.866700068
27019,0.950233438
27020,0.978389377
27021,0.96794988
27022,0.960466438
27023,0.973910481
27024,0.933060548
27025,0.978311449
27026,0.956331307
27027,0.940609668
27028,0.924183295
27029,0.953477062
27030,0.985076412
27031,0.949484872
27032,0.943781864
27033,0.954416586
27034,0.953761415
27035,0.906309483
27036,0.90165042
27037,0.878859514
27038,0.961600399
27039,0.829670634
27040,0.883204612
27041,0.945099195
27042,0.916529646
27043,0.967580268
27044,0.960045119
27045,0.901344211
27046,0.765590553
27047,0.904761365
27048,0.950402632
27049,0.961714186
27050,0.977982337
27051,0.904841987
27052,0.941418317
27053,0.915151917
27054,0.958826693
27055,0.95351301
27056,0.887501868
27057,0.939191941
27058,0.971804683
27059,0.927261177
27060,0.889563563
27061,0.966066628
27062,0.966197256
27063,0.934599731
27064,0.899171056
27065,0.942269826
27066,0.954326362
27067,0.96515372
27068,0.967939673
27069,0.880029887
27070,0.963623428
27071,0.959833364
27072,0.969106764
27073,0.991128008
27074,0.976342104
27075,0.958131541
27076,0.922968335
27077,0.935509957
27078,0.965771462
27079,0.921314145
27080,0.965573571
27081,0.920504407
27082,0.955169729
27083,0.963148489
27084,0.969755138
27085,0.957051818
27086,0.953582198
27087,0.962145827
27088,0.958826215
27089,0.879177623
27090,0.956563576
27091,0.947950118
27092,0.947795125
27093,0.955111147
27094,0.946517251
27095,0.952679336
27096,0.955859108
27097,0.97932532
27098,0.927613359
27099,0.886856258
27100,0.969790478
27101,0.952866147
27102,0.959057893
27103,0.960704758
27104,0.958379527
27105,0.890051007
27106,0.964502382
27107,0.97599944
27108,0.885716563
27109,0.919617754
27110,0.939319916
27111,0.958506284
27112,0.936263957
27113,0.917984477
27114,0.951266146
27115,0.967762308
27116,0.933617137
27117,0.926996973
27118,0.924053512
27119,0.959784892
27120,0.961509019
27121,0.957709941
27122,0.946391215
27123,0.954944193
27124,0.98360469
27125,0.917253627
27126,0.956561355
27127,0.970522406
27128,0.951722947
27129,0.912864203
27130,0.957354534
27131,0.930404458
27132,0.915902203
27133,0.919439941
27134,0.956021084
27135,0.915053432
27136,0.908732745
27137,0.969496109
27138,0.922635074
27139,0.977467407
27140,0.908106282
27141,0.95762996
27142,0.954026615
27143,0.913048203
27144,0.935314186
27145,0.943129879
27146,0.953269483
27147,0.939595261
27148,0.937310326
27149,0.967634841
27150,0.865450711
27151,0.953079857
27152,0.960904475
27153,0.942310339
27154,0.972953505
27155,0.912713358
27156,0.953809299
27157,0.956493023
27158,0.901250364
27159,0.931613792
27160,0.968584714
27161,0.952678762
27162,0.946253901
27163,0.938748885
27164,0.919043482
27165,0.8595512
27166,0.938735761
27167,0.937222357
27168,0.970794586
27169,0.94872914
27170,0.966058221
27171,0.932883554
27172,0.934682934
27173,0.925577554
27174,0.927839708
27175,0.947614731
27176,0.876432304
27177,0.965120194
27178,0.933163006
27179,0.945994666
27180,0.911838745
27181,0.917219222
27182,0.866831672
27183,0.967591536
27184,0.981640198
27185,0.976114314
27186,0.940272115
27187,0.974773315
27188,0.982184704
27189,0.950270025
27190,0.952614606
27191,0.951387387
27192,0.937513504
27193,0.973635057
27194,0.933924553
27195,0.940709948
27196,0.971722471
27197,0.966404099
27198,0.812478801
27199,0.962863181
27200,0.941357027
27201,0.847615851
27202,0.911143532
27203,0.935696678
27204,0.905866841
27205,0.914604387
27206,0.951375421
27207,0.970731935
27208,0.95484467
27209,0.938029795
27210,0.935468198
27211,0.930349161
27212,0.9541813
27213,0.824511501
27214,0.969698934
27215,0.952000177
27216,0.888916818
27217,0.914524985
27218,0.936416786
27219,0.921552686
27220,0.945844933
27221,0.916682147
27222,0.876199745
27223,0.962278279
27224,0.886835613
27225,0.938833391
27226,0.935434567
27227,0.906458856
27228,0.964039628
27229,0.97353695
27230,0.949960898
27231,0.890906264
27232,0.972343275
27233,0.969957857
27234,0.941416594
27235,0.962874894
27236,0.980290348
27237,0.930593778
27238,0.88298247
27239,0.942075804
27240,0.946340818
27241,0.952388949
27242,0.950980798
27243,0.912285291
27244,0.918237487
27245,0.964473109
27246,0.971981738
27247,0.957244348
27248,0.931689223
27249,0.886243624
27250,0.939806756
27251,0.955998085
27252,0.925159964
27253,0.857035639
27254,0.948144955
27255,0.932025366
27256,0.959325579
27257,0.963730745
27258,0.948739599
27259,0.935076595
27260,0.96193455
27261,0.905685457
27262,0.93303082
27263,0.964694621
27264,0.946215596
27265,0.930447599
27266,0.947616792
27267,0.923751804
27268,0.942378834
27269,0.968484049
27270,0.918068899
27271,0.935229786
27272,0.963365317
27273,0.963114925
27274,0.963980547
27275,0.970594763
27276,0.963309624
27277,0.937622147
27278,0.962691375
27279,0.877079808
27280,0.968541328
27281,0.939700113
27282,0.906659747
27283,0.95270959
27284,0.976894739
27285,0.98365278
27286,0.943651573
27287,0.961540138
27288,0.966338339
27289,0.946627689
27290,0.967404945
27291,0.970433038
27292,0.948306315
27293,0.96418512
27294,0.960808956
27295,0.952560408
27296,0.959392578
27297,0.928766872
27298,0.923648677
27299,0.953351462
27300,0.948180607
27301,0.909911507
27302,0.944891573
27303,0.947637573
27304,0.962394305
27305,0.898347477
27306,0.902968732
27307,0.943174358
27308,0.951119357
27309,0.947077908
27310,0.865410147
27311,0.938541666
27312,0.822100538
27313,0.969773341
27314,0.945939372
27315,0.951871318
27316,0.984433374
27317,0.914747328
27318,0.948704895
27319,0.93079962
27320,0.941724585
27321,0.950057011
27322,0.965267123
27323,0.964021022
27324,0.904088336
27325,0.921873396
27326,0.917054375
27327,0.862510025
27328,0.942593036
27329,0.950315072
27330,0.972111779
27331,0.922359991
27332,0.937959271
27333,0.951248653
27334,0.971059723
27335,0.970887044
27336,0.960307137
27337,0.927760712
27338,0.946891907
27339,0.949378245
27340,0.96300023
27341,0.861006544
27342,0.972966067
27343,0.949742236
27344,0.937525271
27345,0.930136545
27346,0.94207738
27347,0.922824477
27348,0.963437896
27349,0.876536946
27350,0.927564075
27351,0.947375535
27352,0.936010654
27353,0.958103824
27354,0.940034413
27355,0.968548432
27356,0.932905936
27357,0.940471407
27358,0.879916233
27359,0.961504471
27360,0.944344714
27361,0.948326302
27362,0.944065422
27363,0.959127677
27364,0.936437354
27365,0.965701203
27366,0.974068002
27367,0.930521331
27368,0.939657994
27369,0.902482038
27370,0.965960852
27371,0.94122833
27372,0.971870583
27373,0.965395479
27374,0.957408972
27375,0.927164793
27376,0.963774397
27377,0.947331425
27378,0.979026977
27379,0.948741546
27380,0.969082268
27381,0.924725139
27382,0.952331605
27383,0.953686747
27384,0.952586215
27385,0.934613948
27386,0.949949457
27387,0.899109355
27388,0.969171532
27389,0.935164416
27390,0.939141523
27391,0.962418816
27392,0.972862141
27393,0.9393574
27394,0.955049492
27395,0.959380605
27396,0.92930819
27397,0.953687145
27398,0.911389239
27399,0.958579513
27400,0.971611282
27401,0.920904404
27402,0.948549126
27403,0.922040976
27404,0.991145409
27405,0.940764939
27406,0.932812317
27407,0.973492965
27408,0.951243964
27409,0.878658958
27410,0.899405114
27411,0.834829409
27412,0.956944423
27413,0.928222509
27414,0.923421144
27415,0.975456769
27416,0.877262934
27417,0.955426785
27418,0.927110481
27419,0.941713277
27420,0.976785666
27421,0.949467436
27422,0.974740791
27423,0.885091948
27424,0.947284103
27425,0.962819969
27426,0.913388993
27427,0.961487774
27428,0.972697594
27429,0.934828808
27430,0.929851376
27431,0.979169444
27432,0.911303136
27433,0.961085865
27434,0.961102988
27435,0.957416892
27436,0.958234241
27437,0.93501323
27438,0.905966848
27439,0.934099224
27440,0.962466089
27441,0.841185038
27442,0.913653045
27443,0.960737821
27444,0.96195314
27445,0.969058603
27446,0.909282692
27447,0.945203773
27448,0.958556396
27449,0.950068603
27450,0.972950593
27451,0.970495395
27452,0.959379903
27453,0.976882592
27454,0.956208021
27455,0.926292845
27456,0.947238536
27457,0.937850853
27458,0.937979201
27459,0.951018543
27460,0.961938161
27461,0.963196287
27462,0.964687585
27463,0.828865201
27464,0.967082973
27465,0.916116094
27466,0.969731973
27467,0.896869595
27468,0.932912382
27469,0.955824236
27470,0.895560075
27471,0.944688432
27472,0.90500475
27473,0.9376404
27474,0.944643078
27475,0.927146744
27476,0.967862572
27477,0.942445983
27478,0.954168833
27479,0.979876008
27480,0.925283272
27481,0.960815673
27482,0.931040098
27483,0.920421876
27484,0.956330066
27485,0.950188603
27486,0.936939688
27487,0.796588142
27488,0.936879269
27489,0.872205796
27490,0.855496408
27491,0.976826949
27492,0.916023441
27493,0.959347667
27494,0.984074872
27495,0.944435355
27496,0.93685871
27497,0.962342637
27498,0.961357662
27499,0.953914749
27500,0.962243608
27501,0.981589211
27502,0.942020752
27503,0.96705452
27504,0.901015899
27505,0.883235673
27506,0.959643818
27507,0.944595725
27508,0.911887889
27509,0.942043431
27510,0.906449076
27511,0.957124658
27512,0.897296796
27513,0.951200776
27514,0.965019884
27515,0.960741879
27516,0.96859138
27517,0.918470692
27518,0.918182563
27519,0.978508198
27520,0.937876978
27521,0.920678882
27522,0.912704901
27523,0.96420596
27524,0.972311845
27525,0.973423793
27526,0.967962576
27527,0.972811826
27528,0.974399239
27529,0.953251562
27530,0.938862052
27531,0.933017838
27532,0.936593308
27533,0.979076482
27534,0.890335015
27535,0.922783154
27536,0.969196793
27537,0.96328769
27538,0.950217542
27539,0.947285422
27540,0.966966946
27541,0.916669318
27542,0.946816369
27543,0.951943438
27544,0.951583183
27545,0.941971416
27546,0.927595928
27547,0.95355957
27548,0.959366655
27549,0.915787063
27550,0.961203833
27551,0.849825548
27552,0.903805208
27553,0.964348886
27554,0.923440119
27555,0.915262691
27556,0.958608668
27557,0.93397936
27558,0.936638929
27559,0.983896403
27560,0.933527385
27561,0.962800332
27562,0.962877093
27563,0.956339861
27564,0.95753537
27565,0.94685834
27566,0.919934305
27567,0.901853852
27568,0.909684488
27569,0.926795678
27570,0.96091178
27571,0.965984444
27572,0.960278639
27573,0.980109051
27574,0.950367165
27575,0.967451697
27576,0.976106688
27577,0.914925855
27578,0.974669835
27579,0.962028631
27580,0.900976583
27581,0.919177416
27582,0.946949605
27583,0.962323665
27584,0.930618778
27585,0.975990599
27586,0.938186661
27587,0.963418468
27588,0.945766437
27589,0.940428367
27590,0.883211856
27591,0.948480741
27592,0.943336886
27593,0.978845113
27594,0.900906295
27595,0.962466469
27596,0.90509242
27597,0.944261957
27598,0.975237983
27599,0.981230579
27600,0.936921567
27601,0.854592601
27602,0.921214331
27603,0.964568501
27604,0.972913175
27605,0.896023648
27606,0.927693217
27607,0.95846636
27608,0.914022151
27609,0.953012431
27610,0.937512157
27611,0.928367438
27612,0.941565446
27613,0.955676719
27614,0.975605302
27615,0.912879784
27616,0.970228019
27617,0.968772767
27618,0.923649415
27619,0.933662917
27620,0.965198731
27621,0.953018025
27622,0.927846707
27623,0.906859829
27624,0.967501321
27625,0.932196438
27626,0.952331441
27627,0.976521547
27628,0.913397987
27629,0.934128171
27630,0.934020544
27631,0.96510943
27632,0.973988619
27633,0.936739339
27634,0.982665355
27635,0.917308913
27636,0.922544093
27637,0.946921384
27638,0.936154103
27639,0.977106223
27640,0.976623113
27641,0.910683508
27642,0.966352895
27643,0.938508969
27644,0.941587628
27645,0.93197751
27646,0.927903817
27647,0.977470406
27648,0.924244891
27649,0.933992385
27650,0.929922476
27651,0.934496891
27652,0.899880103
27653,0.923325865
27654,0.948241773
27655,0.927808557
27656,0.96492895
