row_id,num_sold
70128,483.3740964144529
70129,408.90424400673527
70130,340.3653993256271
70131,554.4658949893454
70132,168.45300026785335
70133,147.08775473822266
70134,106.2701419083796
70135,194.10078178750751
70136,487.6370288359104
70137,385.13932767723185
70138,320.88307147673356
70139,502.16472049262904
70140,164.5381491628818
70141,138.03011133521971
70142,107.05362513822574
70143,170.63934677803684
70144,462.59207375317527
70145,461.1683728954222
70146,375.72674887372057
70147,586.3888594311134
70148,183.81092779964192
70149,151.83437506818456
70150,136.62157757030747
70151,174.44589234626847
70152,478.26965449392594
70153,386.4626134996274
70154,313.795497879607
70155,530.0632693840682
70156,168.1464284548995
70157,130.99416642223488
70158,112.61773650105513
70159,182.19900092261722
70160,195.46611909650923
70161,156.62628336755648
70162,117.3025325119781
70163,214.91080810845023
70164,67.57426420260096
70165,54.3066392881588
70166,40.559890485968516
70167,73.66324435318275
70168,442.72583203533145
70169,365.79331777485334
70170,275.94746752363915
70171,395.11835427639653
70172,153.2630303190034
70173,118.25781247965428
70174,60.70294318959617
70175,109.7056810403833
70176,487.9225633244078
70177,334.08047989660844
70178,277.3558749618581
70179,537.7756302282162
70180,155.88841196257096
70181,130.03759062247428
70182,102.02904976693488
70183,181.79437049093954
70184,470.43963562535566
70185,369.81175030342513
70186,310.16689462722
70187,520.6927437902594
70188,165.2422720793997
70189,135.75894080756274
70190,116.52024758181892
70191,173.36234454566505
70192,537.7640798097274
70193,387.7026445542186
70194,303.9712937052535
70195,543.3471290455557
70196,155.78119806964486
70197,127.91612410017527
70198,96.76572131606603
70199,152.06365503080082
70200,509.91696559004083
70201,390.1649553314543
70202,344.36386915278683
70203,544.6721058084222
70204,169.50119719343638
70205,142.89194936196444
70206,114.04642558739995
70207,190.8101084665426
70208,195.46611909650923
70209,156.62628336755648
70210,117.3025325119781
70211,212.73853524982889
70212,67.57426420260096
70213,54.3066392881588
70214,64.35601076321655
70215,73.66324435318275
70216,497.4900841315848
70217,386.16416534535375
70218,301.0382438939522
70219,636.8218275960276
70220,167.51166991763813
70221,135.18356439746515
70222,60.70294318959617
70223,109.7056810403833
70224,491.37893697510293
70225,344.1451899120718
70226,316.3125893031336
70227,474.4699449302491
70228,158.35291350536306
70229,129.1695804321225
70230,103.28934654477938
70231,168.69385079181993
70232,465.6811358880352
70233,375.84958220636065
70234,296.94860909184945
70235,495.4078647177173
70236,160.83338604105234
70237,128.6922220751234
70238,105.24649246053703
70239,180.83206007282251
70240,449.5198793480369
70241,392.54570793043797
70242,277.00964440021704
70243,526.5899531252693
70244,164.03973051170507
70245,132.04448611913045
70246,112.58696088552132
70247,167.17255392614948
70248,486.9997195740695
70249,400.9768379415898
70250,315.7895203630086
70251,525.9846433784671
70252,160.22409392243208
70253,133.86597373287316
70254,111.2423842356252
70255,189.06535736842147
70256,195.46611909650923
70257,156.62628336755648
